Order_ID,Order_Date,Customer_ID,Customer_Age,Gender,Region,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit
ORD-1503,05-08-2023,CUST-474,58,Female,Central,Office Supplies,Storage,6,392.34,0.2,1883.23,149.51
ORD-1504,22-11-2023,CUST-431,27,Female,South,Office Supplies,Storage,6,171.98,0.2,825.5,-82.33
ORD-1505,08-08-2024,CUST-499,30,Female,East,Furniture,Tables,3,184.82,0.1,499.01,169.6
ORD-1506,22-04-2022,CUST-568,45,Female,Central,Office Supplies,Paper,2,152.34,0,304.68,13.46
ORD-1507,15-06-2024,CUST-528,33,Male,Central,Office Supplies,Binders,4,433,0,1732,-39.24
ORD-1508,13-12-2024,CUST-391,35,Male,Central,Furniture,Chairs,8,110.08,0,880.64,243.4
ORD-1509,18-04-2022,CUST-2,40,Male,South,Furniture,Bookcases,2,191.64,0,383.28,55.59
ORD-1510,30-04-2023,CUST-45,37,Male,West,Furniture,Chairs,6,329.09,0.1,1777.09,352.78
ORD-1511,06-04-2023,CUST-567,28,Female,East,Furniture,Bookcases,7,134.15,0.3,657.34,151.59
ORD-1512,28-12-2024,CUST-79,55,Female,Central,Office Supplies,Binders,2,382.94,0,765.88,261.6
ORD-1513,30-06-2023,CUST-594,33,Female,Central,Office Supplies,Binders,1,469.34,0.3,328.54,98.35
ORD-1514,21-10-2024,CUST-209,54,Female,South,Technology,Phones,4,319.64,0,1278.56,-42.41
ORD-1515,25-02-2022,CUST-187,44,Female,West,Office Supplies,Storage,9,265.41,0.15,2030.39,448.11
ORD-1516,01-10-2023,CUST-74,31,Female,East,Technology,Accessories,4,261.06,0.1,939.82,-9.68
ORD-1517,03-03-2023,CUST-229,38,Female,East,Technology,Copiers,5,196.47,0,982.35,-33.18
ORD-1518,07-06-2024,CUST-152,43,Male,East,Technology,Copiers,8,157.3,0.3,880.88,-23.99
ORD-1519,01-10-2022,CUST-132,59,Male,East,Furniture,Chairs,4,458.66,0,1834.64,123.72
ORD-1520,13-07-2023,CUST-433,63,Female,South,Technology,Copiers,9,160.45,0.1,1299.64,-3.3
ORD-1521,26-03-2023,CUST-49,38,Male,South,Office Supplies,Binders,1,455.23,0.1,409.71,99.55
ORD-1522,17-05-2024,CUST-144,35,Female,South,Technology,Machines,5,302.69,0,1513.45,219.55
ORD-1523,02-05-2023,CUST-90,39,Male,West,Office Supplies,Binders,6,319.2,0,1915.2,454.32
ORD-1524,22-06-2023,CUST-556,29,Female,West,Office Supplies,Binders,9,243.89,0,2195.01,735.93
ORD-1525,12-06-2024,CUST-457,18,Female,West,Office Supplies,Paper,2,335.03,0.1,603.05,56.05
ORD-1526,01-03-2024,CUST-322,48,Female,South,Office Supplies,Binders,1,420.35,0.1,378.32,-11.76
ORD-1527,23-02-2024,CUST-278,58,Female,South,Technology,Accessories,3,174.11,0.1,470.1,-32.53
ORD-1528,03-05-2022,CUST-357,35,Male,East,Furniture,Sofas,6,300.67,0,1804.02,203.94
ORD-1529,28-12-2024,CUST-93,50,Male,Central,Technology,Machines,3,86.92,0.15,221.65,31.23
ORD-1530,09-02-2023,CUST-14,31,Female,Central,Office Supplies,Paper,8,164.42,0.1,1183.82,338.66
ORD-1531,30-12-2022,CUST-516,62,Male,Central,Office Supplies,Paper,7,133.16,0,932.12,211.35
ORD-1532,16-04-2022,CUST-392,40,Female,West,Furniture,Tables,5,310.51,0.3,1086.78,247.17
ORD-1533,13-06-2024,CUST-469,41,Female,West,Office Supplies,Storage,9,206.91,0,1862.19,-71.94
ORD-1534,14-03-2024,CUST-294,21,Female,West,Technology,Copiers,6,376.23,0.2,1805.9,-69.38
ORD-1535,27-03-2022,CUST-563,30,Female,South,Furniture,Sofas,7,25.26,0,176.82,31.93
ORD-1536,11-03-2022,CUST-298,48,Female,South,Furniture,Sofas,5,144.27,0.1,649.22,73.96
ORD-1537,13-10-2024,CUST-57,49,Male,West,Furniture,Tables,4,192.11,0.3,537.91,59.07
ORD-1538,09-12-2022,CUST-402,33,Male,Central,Furniture,Tables,7,221.76,0.2,1241.86,22.46
ORD-1539,07-08-2023,CUST-164,38,Female,West,Office Supplies,Art,5,54.25,0.15,230.56,77.2
ORD-1540,01-12-2024,CUST-546,31,Female,South,Office Supplies,Binders,3,344.16,0,1032.48,-9.64
ORD-1541,26-02-2022,CUST-250,33,Male,West,Furniture,Sofas,5,86.48,0,432.4,18.52
ORD-1542,28-08-2024,CUST-16,45,Female,South,Technology,Accessories,2,191.61,0.1,344.9,-22.12
ORD-1543,25-11-2022,CUST-366,42,Male,East,Furniture,Tables,5,270.98,0,1354.9,303.03
ORD-1544,30-01-2024,CUST-11,46,Male,South,Office Supplies,Paper,7,381.4,0.15,2269.33,80.41
ORD-1545,25-02-2023,CUST-461,31,Male,Central,Office Supplies,Binders,7,166.45,0.1,1048.64,-35.04
ORD-1546,16-09-2024,CUST-284,18,Female,West,Furniture,Sofas,4,420.11,0.2,1344.35,57.88
ORD-1547,27-04-2023,CUST-42,41,Female,Central,Technology,Phones,2,376.95,0.3,527.73,107.91
ORD-1548,29-06-2023,CUST-221,47,Female,Central,Office Supplies,Binders,7,351.9,0.15,2093.8,666.31
ORD-1549,06-06-2023,CUST-420,32,Male,Central,Office Supplies,Storage,6,491.56,0.1,2654.42,591.81
ORD-1550,27-07-2023,CUST-425,53,Female,East,Office Supplies,Binders,5,94.43,0.3,330.5,-0.51
ORD-1551,17-11-2024,CUST-368,30,Female,East,Furniture,Tables,4,153.47,0.1,552.49,-13.48
ORD-1552,15-07-2023,CUST-247,21,Male,South,Technology,Copiers,6,398.85,0,2393.1,64.71
ORD-1553,15-07-2024,CUST-474,46,Male,South,Technology,Machines,8,158.8,0.1,1143.36,326.52
ORD-1554,29-06-2024,CUST-503,49,Female,East,Office Supplies,Storage,4,469.74,0,1878.96,214.12
ORD-1555,09-12-2023,CUST-145,52,Female,East,Office Supplies,Art,7,83.43,0,584.01,157.81
ORD-1556,07-02-2023,CUST-42,53,Male,West,Office Supplies,Binders,2,91.96,0.1,165.53,36.73
ORD-1557,29-03-2023,CUST-78,34,Male,South,Office Supplies,Storage,6,179.18,0.15,913.82,123.09
ORD-1558,18-02-2022,CUST-147,48,Male,Central,Furniture,Chairs,9,28.29,0,254.61,-3.83
ORD-1559,12-10-2024,CUST-95,38,Female,West,Technology,Phones,1,286.37,0.15,243.41,83.74
ORD-1560,30-12-2024,CUST-517,40,Male,South,Technology,Phones,5,472.96,0,2364.8,754.25
ORD-1561,16-12-2024,CUST-552,32,Male,Central,Furniture,Tables,3,205.46,0.3,431.47,-32.47
ORD-1562,25-08-2022,CUST-198,39,Female,Central,Furniture,Bookcases,6,36.63,0,219.78,-10.57
ORD-1563,20-07-2022,CUST-554,53,Female,Central,Office Supplies,Binders,1,314.48,0.3,220.14,45.32
ORD-1564,25-11-2022,CUST-81,30,Female,East,Technology,Copiers,1,16.9,0.1,15.21,3.19
ORD-1565,05-03-2023,CUST-196,48,Female,East,Technology,Copiers,4,488.84,0.2,1564.29,194.36
ORD-1566,16-12-2024,CUST-252,35,Male,South,Office Supplies,Paper,3,307.61,0,922.83,228.37
ORD-1567,08-07-2024,CUST-433,26,Male,East,Furniture,Sofas,3,290.36,0,871.08,230.39
ORD-1568,06-12-2024,CUST-82,52,Male,East,Technology,Accessories,7,257.99,0.1,1625.34,544.71
ORD-1569,20-07-2024,CUST-200,42,Male,West,Technology,Accessories,2,70.05,0,140.1,22.63
ORD-1570,17-08-2023,CUST-150,48,Female,Central,Technology,Machines,5,259.41,0.15,1102.49,305.23
ORD-1571,08-02-2023,CUST-351,36,Male,East,Office Supplies,Art,6,57.67,0.2,276.82,-10.37
ORD-1572,27-06-2022,CUST-327,66,Male,South,Office Supplies,Binders,6,383.11,0.1,2068.79,518.68
ORD-1573,18-05-2023,CUST-418,44,Female,Central,Office Supplies,Storage,7,340.05,0,2380.35,400.53
ORD-1574,22-11-2022,CUST-93,30,Male,South,Technology,Accessories,2,211.61,0,423.22,136.29
ORD-1575,24-10-2024,CUST-277,44,Female,West,Office Supplies,Storage,7,359.11,0,2513.77,608.7
ORD-1576,01-06-2022,CUST-296,26,Female,East,Office Supplies,Art,3,401.07,0,1203.21,-83.48
ORD-1577,25-04-2024,CUST-589,29,Male,West,Furniture,Tables,6,345.18,0,2071.08,-150.34
ORD-1578,20-06-2022,CUST-551,60,Female,Central,Office Supplies,Art,6,155.53,0.2,746.54,24.09
ORD-1579,24-11-2023,CUST-547,35,Female,East,Furniture,Chairs,8,231.69,0,1853.52,174.31
ORD-1580,31-12-2023,CUST-66,34,Male,Central,Office Supplies,Binders,7,91.21,0.1,574.62,127.28
ORD-1581,20-02-2023,CUST-557,39,Male,Central,Technology,Machines,4,164.79,0,659.16,71.71
ORD-1582,20-01-2024,CUST-49,33,Female,East,Technology,Phones,6,154.39,0.2,741.07,135.46
ORD-1583,13-05-2022,CUST-591,39,Male,Central,Office Supplies,Paper,7,412.75,0,2889.25,837.25
ORD-1584,23-03-2022,CUST-375,40,Male,South,Furniture,Sofas,7,85.86,0,601.02,-20.75
ORD-1585,22-10-2023,CUST-519,52,Female,South,Office Supplies,Storage,8,323.34,0,2586.72,464.79
ORD-1586,04-07-2023,CUST-349,32,Male,South,Furniture,Chairs,5,471.78,0.1,2123.01,585.39
ORD-1587,28-06-2022,CUST-97,44,Female,Central,Technology,Accessories,7,498.85,0,3491.95,89.42
ORD-1588,19-09-2024,CUST-447,43,Male,East,Technology,Machines,5,206.91,0,1034.55,-93.38
ORD-1589,07-09-2023,CUST-210,32,Male,West,Furniture,Bookcases,1,456.35,0.1,410.72,-33.69
ORD-1590,17-08-2024,CUST-387,48,Male,West,Furniture,Chairs,5,429.87,0.1,1934.42,489.26
ORD-1591,06-08-2022,CUST-271,38,Female,East,Office Supplies,Paper,5,332.8,0.15,1414.4,29.23
ORD-1592,16-09-2022,CUST-90,53,Male,West,Office Supplies,Binders,4,359.29,0.3,1006.01,344.44
ORD-1593,24-12-2022,CUST-533,39,Female,West,Furniture,Bookcases,9,439.17,0,3952.53,584.01
ORD-1594,02-05-2024,CUST-394,47,Male,West,Office Supplies,Paper,8,29.14,0.2,186.5,18.11
ORD-1595,04-06-2024,CUST-412,18,Female,West,Office Supplies,Art,5,33.22,0.1,149.49,41.58
ORD-1596,14-01-2022,CUST-221,48,Female,South,Furniture,Bookcases,5,166.74,0,833.7,140.36
ORD-1597,01-12-2024,CUST-129,56,Male,East,Office Supplies,Storage,4,145.48,0.15,494.63,18.61
ORD-1598,05-08-2024,CUST-599,55,Female,West,Furniture,Tables,9,57.3,0.2,412.56,66.19
ORD-1599,15-03-2024,CUST-117,46,Male,Central,Technology,Accessories,4,426.17,0,1704.68,320.82
ORD-1600,15-04-2022,CUST-511,50,Male,South,Furniture,Tables,3,357.55,0,1072.65,6.35
ORD-1601,24-06-2023,CUST-271,39,Female,Central,Technology,Copiers,4,456.33,0,1825.32,348.03
ORD-1602,06-12-2023,CUST-49,38,Female,Central,Office Supplies,Storage,3,456.26,0.3,958.15,-24.49
ORD-1603,25-06-2022,CUST-28,55,Female,East,Technology,Phones,2,453.96,0,907.92,304.83
ORD-1604,25-02-2022,CUST-307,37,Male,East,Office Supplies,Art,3,155.35,0,466.05,-16.43
ORD-1605,23-12-2022,CUST-464,29,Female,West,Furniture,Bookcases,5,274.77,0,1373.85,9.04
ORD-1606,07-03-2022,CUST-479,45,Male,East,Office Supplies,Paper,5,113.06,0,565.3,-52.04
ORD-1607,29-05-2023,CUST-495,18,Female,Central,Technology,Phones,4,8.39,0.1,30.2,6.3
ORD-1608,25-01-2024,CUST-389,27,Male,South,Technology,Accessories,9,391.45,0.3,2466.13,178.24
ORD-1609,01-02-2022,CUST-9,63,Female,South,Technology,Accessories,1,476.65,0,476.65,86.2
ORD-1610,07-04-2023,CUST-172,57,Male,East,Office Supplies,Binders,9,132.29,0.15,1012.02,-88.4
ORD-1611,18-09-2023,CUST-313,22,Female,South,Technology,Machines,6,13.37,0.3,56.15,1.2
ORD-1612,05-06-2024,CUST-234,35,Male,East,Furniture,Sofas,1,482.9,0.3,338.03,42.69
ORD-1613,02-08-2023,CUST-386,43,Female,East,Furniture,Tables,2,139.5,0.2,223.2,15.68
ORD-1614,03-08-2023,CUST-47,44,Male,South,Technology,Accessories,9,355.94,0.3,2242.42,-85.26
ORD-1615,27-02-2022,CUST-454,29,Male,Central,Technology,Accessories,8,91.11,0,728.88,136.14
ORD-1616,01-02-2023,CUST-484,45,Female,South,Office Supplies,Storage,3,239.89,0.2,575.74,54.37
ORD-1617,12-09-2024,CUST-491,55,Female,East,Office Supplies,Storage,2,76.43,0,152.86,-14.14
ORD-1618,26-06-2023,CUST-328,51,Male,Central,Technology,Copiers,8,441.58,0.3,2472.85,-33.25
ORD-1619,06-07-2023,CUST-229,54,Male,East,Office Supplies,Storage,3,261.42,0,784.26,70.75
ORD-1620,12-06-2023,CUST-133,31,Male,West,Technology,Machines,7,194.54,0,1361.78,79.36
ORD-1621,04-11-2023,CUST-551,38,Female,South,Office Supplies,Binders,7,31.19,0.15,185.58,-13.9
ORD-1622,23-01-2024,CUST-446,49,Male,Central,Office Supplies,Art,6,149.04,0.2,715.39,219.63
ORD-1623,30-05-2022,CUST-455,57,Female,Central,Furniture,Tables,6,476.37,0.1,2572.4,473.82
ORD-1624,15-10-2023,CUST-51,36,Male,West,Furniture,Chairs,5,226.2,0.15,961.35,-0.76
ORD-1625,12-01-2024,CUST-497,26,Female,South,Technology,Machines,3,46.69,0.3,98.05,19.6
ORD-1626,07-09-2023,CUST-575,51,Male,South,Technology,Accessories,9,91.52,0.1,741.31,7.75
ORD-1627,29-11-2022,CUST-356,48,Male,West,Office Supplies,Art,9,168.8,0,1519.2,523.53
ORD-1628,29-01-2022,CUST-64,37,Male,South,Technology,Accessories,3,319.46,0,958.38,-6.65
ORD-1629,13-04-2024,CUST-304,47,Female,West,Office Supplies,Art,6,429.78,0.1,2320.81,791.67
ORD-1630,07-05-2024,CUST-556,46,Female,Central,Furniture,Bookcases,2,187.52,0.15,318.78,84.45
ORD-1631,06-11-2024,CUST-302,38,Female,South,Office Supplies,Binders,8,174.03,0,1392.24,370.57
ORD-1632,10-03-2022,CUST-174,44,Male,West,Technology,Accessories,9,470.73,0,4236.57,658.15
ORD-1633,31-01-2022,CUST-101,38,Female,Central,Furniture,Sofas,7,132.6,0.15,788.97,-73.79
ORD-1634,23-11-2023,CUST-454,40,Female,West,Technology,Phones,5,232.48,0.1,1046.16,-70.62
ORD-1635,07-01-2024,CUST-371,63,Male,East,Office Supplies,Storage,1,90.33,0.2,72.26,12.71
ORD-1636,18-09-2022,CUST-200,18,Female,East,Office Supplies,Paper,2,315.28,0,630.56,164.99
ORD-1637,23-05-2023,CUST-256,41,Male,West,Office Supplies,Art,2,134.03,0,268.06,-26.73
ORD-1638,29-05-2024,CUST-208,32,Male,West,Furniture,Sofas,9,55.44,0,498.96,88.46
ORD-1639,04-09-2024,CUST-227,43,Male,South,Technology,Copiers,1,195.63,0.1,176.07,-14.08
ORD-1640,27-01-2024,CUST-158,23,Male,South,Furniture,Tables,1,44.07,0,44.07,5
ORD-1641,12-08-2023,CUST-17,,Female,East,Technology,Machines,2,247.7,0.2,396.32,108.74
ORD-1642,21-09-2024,CUST-383,29,Male,West,Technology,Accessories,8,245.81,0,1966.48,-102.12
ORD-1643,14-10-2024,CUST-288,33,Male,South,Furniture,Bookcases,8,45.6,0,364.8,73.89
ORD-1644,08-02-2023,CUST-101,57,Male,Central,Furniture,Sofas,9,106.96,0.15,818.24,-74.04
ORD-1645,31-07-2024,CUST-315,34,Female,Central,Furniture,Tables,9,103.11,0.2,742.39,43.53
ORD-1646,30-09-2022,CUST-338,58,Male,South,Technology,Accessories,8,121.01,0,968.08,-42.92
ORD-1647,17-05-2022,CUST-53,46,Male,West,Furniture,Chairs,3,494.62,0,1483.86,300.37
ORD-1648,09-03-2023,CUST-364,29,Male,East,Furniture,Bookcases,7,257.31,0,1801.17,-57.51
ORD-1649,01-09-2022,CUST-504,22,Male,Central,Furniture,Bookcases,4,351.2,0,1404.8,396.52
ORD-1650,15-03-2023,CUST-78,46,Male,East,Technology,Copiers,2,18.6,0.1,33.48,11.62
ORD-1651,22-10-2022,CUST-372,28,Female,East,Office Supplies,Storage,9,372.96,0.15,2853.14,-110.63
ORD-1652,28-12-2024,CUST-243,63,Female,East,Office Supplies,Paper,4,35.53,0.1,127.91,-1.01
ORD-1653,09-07-2023,CUST-399,50,Female,East,Office Supplies,Binders,2,443.35,0,886.7,263.42
ORD-1654,09-10-2023,CUST-290,35,Female,South,Office Supplies,Binders,1,12.77,0,12.77,-0.76
ORD-1655,28-01-2024,CUST-380,37,Female,South,Technology,Machines,8,125.5,0.2,803.2,-4.67
ORD-1656,16-01-2024,CUST-118,52,Female,West,Furniture,Chairs,3,384.8,0.3,808.08,95.08
ORD-1657,10-04-2022,CUST-282,32,Male,Central,Furniture,Sofas,5,56.89,0,284.45,38.14
ORD-1658,27-10-2024,CUST-364,29,Female,West,Furniture,Tables,8,99.24,0,793.92,-41.59
ORD-1659,30-10-2023,CUST-240,43,Female,Central,Office Supplies,Storage,5,279.28,0,1396.4,98.33
ORD-1660,14-04-2024,CUST-210,59,Female,Central,Office Supplies,Art,7,447.52,0.3,2192.85,-125.69
ORD-1661,22-08-2022,CUST-336,43,Male,Central,Furniture,Chairs,9,361.46,0,3253.14,353.66
ORD-1662,20-11-2022,CUST-466,63,Male,East,Office Supplies,Paper,3,23.42,0.3,49.18,9.98
ORD-1663,17-12-2023,CUST-258,18,Male,West,Technology,Accessories,6,432.46,0,2594.76,790.83
ORD-1664,13-08-2022,CUST-480,52,Male,South,Technology,Accessories,2,481,0.15,817.7,147.08
ORD-1665,15-05-2023,CUST-298,43,Female,East,Technology,Machines,1,225,0,225,-12.12
ORD-1666,28-03-2022,CUST-152,27,Female,Central,Office Supplies,Art,3,482.39,0.15,1230.09,426.45
ORD-1667,28-10-2024,CUST-219,52,Female,East,Office Supplies,Paper,7,245.21,0.15,1459,105.14
ORD-1668,18-01-2024,CUST-205,26,Male,East,Furniture,Tables,1,444.88,0.1,400.39,91.2
ORD-1669,17-02-2024,CUST-302,24,Male,Central,Office Supplies,Binders,6,310.96,0.1,1679.18,244.47
ORD-1670,04-01-2023,CUST-360,48,Female,West,Office Supplies,Binders,9,207.31,0.1,1679.21,-128.09
ORD-1671,18-06-2024,CUST-80,75,Male,South,Office Supplies,Paper,8,57.08,0.15,388.14,72.17
ORD-1672,22-04-2024,CUST-574,33,Male,Central,Technology,Phones,8,300.15,0.15,2041.02,-197.34
ORD-1673,02-04-2023,CUST-428,40,Male,South,Technology,Copiers,9,460.22,0,4141.98,-24.54
ORD-1674,19-02-2023,CUST-23,55,Female,East,Furniture,Chairs,2,293.16,0,586.32,-15.29
ORD-1675,08-05-2024,CUST-363,,Female,West,Technology,Copiers,9,24.51,0.15,187.5,51.08
ORD-1676,30-10-2023,CUST-119,43,Male,East,Furniture,Chairs,9,324.57,0.2,2336.9,537.01
ORD-1677,27-01-2023,CUST-238,40,Female,South,Office Supplies,Paper,1,365,0.1,328.5,-12.08
ORD-1678,30-05-2024,CUST-444,25,Male,East,Office Supplies,Art,2,437.31,0,874.62,262.27
ORD-1679,20-03-2022,CUST-224,26,Male,West,Technology,Phones,9,158.95,0.2,1144.44,284.64
ORD-1680,26-04-2022,CUST-86,31,Male,South,Office Supplies,Art,3,171.49,0.1,463.02,-24.86
ORD-1681,27-11-2023,CUST-314,57,Male,Central,Technology,Accessories,9,260.02,0.15,1989.15,304.27
ORD-1682,05-12-2024,CUST-104,51,Male,West,Furniture,Sofas,6,15.41,0.15,78.59,-6.71
ORD-1683,13-12-2024,CUST-118,67,Male,West,Office Supplies,Storage,2,29.55,0,59.1,-5.04
ORD-1684,15-10-2024,CUST-219,62,Male,South,Office Supplies,Storage,6,344.17,0.3,1445.51,305
ORD-1685,26-06-2022,CUST-489,38,Female,Central,Furniture,Bookcases,4,364.52,0,1458.08,148.85
ORD-1686,22-09-2024,CUST-320,49,Male,Central,Technology,Accessories,5,312.89,0.1,1408,334.16
ORD-1687,23-02-2024,CUST-396,56,Female,East,Furniture,Tables,8,137.91,0.1,992.95,274.58
ORD-1688,27-05-2024,CUST-209,36,Male,West,Furniture,Bookcases,7,112.76,0.3,552.52,-22.77
ORD-1689,13-08-2022,CUST-220,39,Male,South,Technology,Machines,7,239.85,0,1678.95,-103.85
ORD-1690,18-08-2023,CUST-543,40,Female,West,Technology,Machines,5,30.9,0.15,131.32,36.83
ORD-1691,16-03-2022,CUST-589,57,Female,Central,Technology,Machines,2,116.7,0,233.4,59.9
ORD-1692,28-07-2024,CUST-538,34,Female,East,Technology,Phones,3,44.61,0,133.83,38.31
ORD-1693,22-11-2022,CUST-573,36,Male,East,Furniture,Bookcases,7,358.71,0.1,2259.87,761.01
ORD-1694,12-07-2022,CUST-466,37,Male,South,Office Supplies,Storage,3,124.14,0.15,316.56,75.22
ORD-1695,20-04-2023,CUST-598,18,Male,East,Furniture,Bookcases,1,31.2,0.15,26.52,8.75
ORD-1696,26-10-2024,CUST-56,43,Male,West,Office Supplies,Paper,4,62.76,0.15,213.38,11.42
ORD-1697,05-12-2024,CUST-353,59,Male,Central,Technology,Phones,8,138.99,0,1111.92,173.48
ORD-1698,12-07-2023,CUST-319,37,Female,Central,Technology,Accessories,1,238,0,238,-3.34
ORD-1699,04-12-2023,CUST-202,57,Female,Central,Office Supplies,Storage,1,225.95,0.1,203.36,66.09
ORD-1700,30-03-2023,CUST-390,30,Female,East,Office Supplies,Art,4,468.6,0,1874.4,546
ORD-1701,07-05-2024,CUST-106,49,Female,Central,Office Supplies,Binders,8,364.11,0,2912.88,241.38
ORD-1702,02-07-2023,CUST-146,27,Male,East,Technology,Accessories,6,347.97,0.1,1879.04,403.59
ORD-1703,14-12-2023,CUST-415,36,Male,Central,Technology,Copiers,7,131.66,0.1,829.46,170
ORD-1704,10-04-2024,CUST-514,23,Female,South,Office Supplies,Art,4,363.57,0,1454.28,438.48
ORD-1705,02-12-2024,CUST-467,36,Female,South,Furniture,Tables,7,163.68,0,1145.76,38.13
ORD-1706,16-04-2023,CUST-24,53,Male,Central,Office Supplies,Art,5,379.61,0,1898.05,446.04
ORD-1707,26-10-2023,CUST-163,33,Male,Central,Technology,Machines,6,279.87,0.1,1511.3,294.62
ORD-1708,28-04-2024,CUST-426,48,Female,South,Office Supplies,Binders,6,189.47,0,1136.82,164.35
ORD-1709,20-01-2023,CUST-308,27,Female,Central,Technology,Machines,8,306.97,0,2455.76,90.95
ORD-1710,12-03-2024,CUST-150,31,Male,East,Furniture,Tables,1,400.25,0,400.25,4.02
ORD-1711,26-10-2022,CUST-453,26,Male,South,Furniture,Tables,7,210.48,0,1473.36,142.92
ORD-1712,02-05-2023,CUST-82,53,Male,South,Office Supplies,Storage,3,374.14,0,1122.42,178.22
ORD-1713,08-07-2024,CUST-176,41,Female,East,Furniture,Tables,8,84.69,0.1,609.77,197.99
ORD-1714,24-06-2023,CUST-441,33,Male,Central,Furniture,Bookcases,3,431.61,0.1,1165.35,405.02
ORD-1715,06-07-2024,CUST-162,42,Male,East,Technology,Accessories,9,295.74,0,2661.66,887.13
ORD-1716,11-06-2024,CUST-164,40,Female,West,Technology,Copiers,1,301.1,0.1,270.99,-19.23
ORD-1717,17-11-2024,CUST-426,45,Female,West,Furniture,Bookcases,4,319.87,0,1279.48,119.53
ORD-1718,29-04-2024,CUST-105,53,Female,Central,Furniture,Bookcases,7,180.73,0.1,1138.6,143.93
ORD-1719,29-06-2023,CUST-133,29,Male,East,Technology,Accessories,2,208.09,0,416.18,-18.22
ORD-1720,24-06-2023,CUST-593,37,Male,South,Office Supplies,Binders,7,159.86,0,1119.02,153.38
ORD-1721,04-06-2023,CUST-20,22,Male,East,Technology,Accessories,5,284.6,0,1423,-78.42
ORD-1722,22-12-2022,CUST-350,49,Female,West,Technology,Accessories,6,468.2,0.1,2528.28,668.08
ORD-1723,30-06-2024,CUST-520,49,Male,South,Furniture,Tables,1,205.48,0.3,143.84,-8.62
ORD-1724,27-05-2022,CUST-359,24,Male,West,Technology,Phones,6,311.47,0,1868.82,627.19
ORD-1725,23-01-2024,CUST-128,18,Female,Central,Technology,Phones,6,166.87,0.1,901.1,21.48
ORD-1726,15-06-2023,CUST-85,29,Male,Central,Office Supplies,Art,9,104.31,0.15,797.97,33.3
ORD-1727,01-04-2023,CUST-421,34,Female,South,Office Supplies,Paper,9,241.75,0,2175.75,257.9
ORD-1728,26-11-2022,CUST-285,39,Male,East,Technology,Phones,7,270.15,0.2,1512.84,-147.96
ORD-1729,22-02-2023,CUST-414,54,Female,West,Technology,Machines,1,448.64,0.2,358.91,-35.3
ORD-1730,19-01-2022,CUST-139,45,Female,West,Office Supplies,Binders,8,23.7,0.1,170.64,3.09
ORD-1731,16-12-2023,CUST-560,44,Male,West,Technology,Phones,4,192.79,0.3,539.81,95.5
ORD-1732,12-03-2023,CUST-410,22,Female,South,Furniture,Chairs,4,439.53,0.1,1582.31,308.99
ORD-1733,05-07-2023,CUST-578,30,Female,East,Office Supplies,Binders,3,31.46,0.1,84.94,-6.61
ORD-1734,18-12-2023,CUST-303,58,Female,West,Office Supplies,Paper,9,434.24,0.15,3321.94,-261.99
ORD-1735,22-12-2023,CUST-59,44,Female,South,Furniture,Tables,8,51.09,0.1,367.85,110.13
ORD-1736,15-08-2024,CUST-463,23,Female,Central,Office Supplies,Storage,1,268.01,0,268.01,88.22
ORD-1737,16-01-2024,CUST-564,51,Male,Central,Office Supplies,Art,6,323.1,0.2,1550.88,49.06
ORD-1738,25-12-2024,CUST-520,34,Male,East,Technology,Phones,6,270.62,0.3,1136.6,313.4
ORD-1739,20-09-2023,CUST-361,50,Female,Central,Furniture,Sofas,1,123.77,0,123.77,39.34
ORD-1740,18-02-2022,CUST-349,46,Male,South,Office Supplies,Paper,7,312.65,0,2188.55,-34.91
ORD-1741,18-05-2024,CUST-167,47,Female,East,Office Supplies,Storage,7,124.42,0,870.94,11.08
ORD-1742,06-10-2022,CUST-402,37,Female,East,Office Supplies,Storage,5,23.03,0.3,80.6,-5.4
ORD-1743,15-10-2023,CUST-420,44,Female,East,Technology,Phones,8,203.9,0,1631.2,374.71
ORD-1744,28-05-2022,CUST-11,35,Male,East,Furniture,Chairs,9,229.84,0.2,1654.85,517.36
ORD-1745,02-11-2022,CUST-443,47,Male,East,Office Supplies,Paper,9,345.67,0.15,2644.38,681.93
ORD-1746,09-09-2023,CUST-346,38,Female,East,Technology,Phones,3,236.54,0,709.62,77.06
ORD-1747,07-05-2024,CUST-74,51,Female,Central,Technology,Copiers,8,227.78,0,1822.24,136.02
ORD-1748,14-09-2024,CUST-346,43,Female,East,Furniture,Chairs,7,313.47,0,2194.29,277.93
ORD-1749,20-12-2023,CUST-15,24,Male,West,Technology,Machines,2,325.81,0,651.62,126.61
ORD-1750,13-08-2024,CUST-210,53,Female,East,Furniture,Bookcases,9,462,0.15,3534.3,-151.28
ORD-1751,23-07-2022,CUST-135,19,Male,Central,Office Supplies,Storage,5,499.13,0.3,1746.96,-24.38
ORD-1752,10-09-2022,CUST-332,29,Male,South,Furniture,Tables,7,363.37,0,2543.59,-134.06
ORD-1753,23-05-2024,CUST-442,45,Female,Central,Technology,Phones,7,454.19,0,3179.33,446.11
ORD-1754,05-10-2022,CUST-288,41,Female,Central,Furniture,Chairs,1,241.96,0,241.96,57.72
ORD-1755,09-11-2022,CUST-351,50,Male,East,Furniture,Bookcases,9,492.14,0.15,3764.87,935.24
ORD-1756,13-02-2024,CUST-390,49,Male,West,Office Supplies,Art,5,310.82,0.15,1320.98,-70.3
